"id","id_toko","status","nama_pt","link_pdf_gabungan","link_pdf_non_sbo","link_pdf_rekapitulasi","logo","email_pembuat","pemberi_persetujuan_direktur","waktu_persetujuan_direktur","pemberi_persetujuan_koordinator","waktu_persetujuan_koordinator","pemberi_persetujuan_manager","waktu_persetujuan_manager","alasan_penolakan","durasi_pekerjaan","kategori_lokasi","luas_bangunan","luas_terbangun","luas_area_terbuka","luas_area_parkir","luas_area_sales","luas_gudang","grand_total","grand_total_non_sbo","grand_total_final","created_at","link_pdf_sph","waktu_penolakan","no_sph","no_polis","berlaku_polis","file_asuransi","ditolak_oleh"
844,1544,Disetujui,PT TIGA PUTRA MEDIATAMA,https://drive.google.com/file/d/1WSi16YDCZMj4FSJ00W5tddzxkm4p6LeG/view?usp=drivesdk,https://drive.google.com/file/d/1-jB1Oxtbj4p0t9KCIFRQFOWG7r5s-qhg/view?usp=drivesdk,https://drive.google.com/file/d/1ibNK7TzElHBCnwExC35ZWpdvGaixbiMk/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1nyg0TFX0Rhzf4zoN2Di-bT2syGvzICx6,tigaputramediatama@gmail.com,tigaputramediatama@gmail.com,2026-05-06 14:35:36.044,sukriadi.syamsuddin@sat.co.id,2026-05-06 15:02:15.566,firman.hakim@sat.co.id,2026-05-06 16:39:38.434,,"40",NON RUKO,"262.27","377.88","231.22","211.83","132.83","40.45","861878935","861878935","956675700",2026-05-06 13:04:06.150,https://drive.google.com/file/d/1HqkLBMBUEltqeQyOltvdbuD0cPJV-8bR/view?usp=drivesdk,,"2238","26079010","2027-04-21",https://drive.google.com/uc?export=download&id=14rsYLCCaTLOY8Y2khzo0ftY4l9ws96R7,
845,1545,Menunggu Persetujuan Direktur,CV BINTANG CEMERLANG,https://drive.google.com/file/d/1KeipJd_2l5fBHuzUGPwmZqmjf2rn4giK/view?usp=drivesdk,https://drive.google.com/file/d/1mw9Zi2gq_5PchYDRvzsRiXsa424bmodO/view?usp=drivesdk,https://drive.google.com/file/d/1PGeq4k-Ed9mDtsORDoE74wsJta6pF-EY/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1aEf8qDpDiE_oeCrlx2EzjS5JmG0BP_9_,bintangnacemerlangeuy@gmail.com,,,,,,,,"30",NON RUKO,"312","425.81","227.62","227.62","146.28","65.29","601486475","601486475","667642800",2026-05-06 13:12:02.151,,,"5272","7461250108121","2026-11-01",https://drive.google.com/uc?export=download&id=1J6W1hkYjtgwCoQhzzz9NzlQfCimoqIWW,
847,1547,Disetujui,PT TIGA PUTRA MEDIATAMA,https://drive.google.com/file/d/1U2aQgk1jlM9FsVuZ3Ls10-Iojj77EAps/view?usp=drivesdk,https://drive.google.com/file/d/1J3dNoCvUZJWWDVR8tMPZvPpdrDsMSGwE/view?usp=drivesdk,https://drive.google.com/file/d/1BK4VyT4aFZ8cExqp2JWk_bPAnbG7AzQ-/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1MCoR_DMUbPflhdI_bkznbvdi_1jttxmE,tigaputramediatama@gmail.com,tigaputramediatama@gmail.com,2026-05-06 14:53:57.035,sukriadi.syamsuddin@sat.co.id,2026-05-06 15:02:16.213,firman.hakim@sat.co.id,2026-05-06 16:01:36.552,,"40",NON RUKO,"262.27","377.88","231.22","211.83","132.83","40.45","32656510","32656510","36241500",2026-05-06 14:50:56.533,https://drive.google.com/file/d/1-vP3jrRwoU1K-OUj0yxmU6MchskAlS4N/view?usp=drivesdk,,"7100","26079010","2027-04-21",https://drive.google.com/uc?export=download&id=1QkM2-fd826AYaHszhEHndOm6vADw4vSk,
849,1549,Menunggu Persetujuan Direktur,PT UNGGUL KARSA,https://drive.google.com/file/d/104J6Gn-zy8_TS9SO6LQS3TEmQf7OSB2t/view?usp=drivesdk,https://drive.google.com/file/d/19rH7pBuoAC9aFpA9zM2WJmv5_u6aUatP/view?usp=drivesdk,https://drive.google.com/file/d/1cpTC4xFDfiYo5833Pks-dwnRoAqvCTXB/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1I1bp7-PQWJ6o1mapAyODgu_06ZpXb-AV,suhandri.uk@gmail.com,,,,,,,,"30",RUKO,"326.92","393.72","133.59","133.59","152.28","56.6","339991501","339991501","377388900",2026-05-06 15:36:33.730,,,"3296","1003042511000051","2026-11-01",https://drive.google.com/uc?export=download&id=1KcyIT-vgiaMgSP79kr7VHLliKViUuR39,
842,1542,Disetujui,PT KHODAYIS MURNI,https://drive.google.com/file/d/1n7wH_oeofMz95pwCU5MY3BhVa-7V0jT1/view?usp=drivesdk,https://drive.google.com/file/d/1nGNPT5afhi1T88NxCJc1ELnYYiZnNYtv/view?usp=drivesdk,https://drive.google.com/file/d/1EbuZ1CMv5SPp8rbrJCgXtZfASffS5myl/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1ZHFZ5ru9wQQrYoLtTixsTCQ_phdiaCqL,khodayis_murni99@yahoo.co.id,khodayis.99murni@gmail.com,2026-05-06 11:52:59.731,puput.t.setiawan@sat.co.id,2026-05-06 12:21:10.516,sutrisno.sofiah@sat.co.id,2026-05-07 09:39:35.227,,"45",NON RUKO,"338.09","399.18","122.19","108.51","122.01","56.25","28358250","28358250","31468500",2026-05-06 11:49:23.001,https://drive.google.com/file/d/11-lURNRM7sBQkw6DQ8h2IkPzXZHnVES6/view?usp=drivesdk,,"6002","7461250108779","2026-10-16",https://drive.google.com/uc?export=download&id=1eT6ZcfeQb0ANWdRuLedcs2RUTcwp4eo6,
848,1548,Menunggu Persetujuan Manajer,PT MITRA GIRI AGUNG,https://drive.google.com/file/d/1IqckFwLbsc3VNnZyoOvaw9X73tQ8cjC-/view?usp=drivesdk,https://drive.google.com/file/d/1xKcqlalF7DfboLVi8Yp-jfYTLZl281O8/view?usp=drivesdk,https://drive.google.com/file/d/1GBvx5gMV9gWbNCIenGRkJWkoC_n79P73/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1-hNINf0kbXPFRM4hwHhNX0E4XNtywGzC,mitragiriagung5758@gmail.com,mitragiriagung5758@gmail.com,2026-05-07 14:32:20.774,lukman.suprayitno@sat.co.id,2026-05-07 16:43:09.308,,,,"30",RUKO,"179.65","179.65","0","31.97","120.5","25.91","429417255","429417255","476645100",2026-05-07 11:47:02.714,https://drive.google.com/file/d/1oVt8Kc7AtmSxYBIRl3pGvnQQPqgpln18/view?usp=drivesdk,,"2390","10.03.04.25.11.0.00077","2026-11-04",https://drive.google.com/uc?export=download&id=1RKxMYnQ4GNq8vCuJLonyy4ZCIjCnb2z2,
850,1550,Menunggu Persetujuan Direktur,CV TRITUNGGAL,https://drive.google.com/file/d/1yjY13j-leDnzhM-NVNqGtoS8labgC448/view?usp=drivesdk,https://drive.google.com/file/d/1mYLjbi5EZIHh8BFvoM6k6BSCHx0cIVh7/view?usp=drivesdk,https://drive.google.com/file/d/1S_CgaKqXeJhEVVDjPwvCvIfOYcSdZg4-/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1NmcRKpiDVcoID54AhzgZ7pWGzRwS99dZ,cv.tritunggalsubang@gmail.com,,,,,,,,"30",NON RUKO,"202.31","307.06","209.49","167.55","117.97","29.74","26495500","26495500","29403900",2026-05-06 17:30:43.119,,,"8935","10.03.04.25.11.0.00054","2026-11-01",https://drive.google.com/uc?export=download&id=1yhEaUk3HoFLAipINAvTJV42_92cNIMoh,
851,1551,Menunggu Persetujuan Direktur,CV KING KONSTRUKSI UTAMA,https://drive.google.com/file/d/1aXiom5_pbole0orDoSlAO3gspWo_n1Rc/view?usp=drivesdk,https://drive.google.com/file/d/1jsoNyUwhodj9qDTW8S-kJs8WuHNeXKE0/view?usp=drivesdk,https://drive.google.com/file/d/1N9sBKIGvQoWv7QlhaPPZn8HVIUj5Nv41/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1bdIxyaJL-RZArSzExRE6vy6EOXb2z-5j,cv.kingkonstruksiutama2015@gmail.com,,,,,,,,"35",NON RUKO,"270.91","350.49","159.16","110.89","122.44","78.78","24628600","24628600","27328200",2026-05-06 18:27:54.282,,,"5938","378495-5","2027-04-30",https://drive.google.com/uc?export=download&id=1TQIdvcetp8pOlhYWbScfJrgnU9EqrZ-M,
1478,730,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1LthQvRNMGyj89mS_m6W9xrOGu6C8HFdz/view?usp=drivesdk,https://drive.google.com/file/d/1yJQTQVZ5K3TRS-hAe-MNSrv-ba8p1p_V/view?usp=drivesdk,,wzmobileindo@gmail.com,,,,,,,,,,"243","405","324","4242","2343","342","253000","253000","277500",,,,,,,,
1479,731,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1NQ2LIp9y6Ri2vMhT3BQV9cYiUFLUxNVb/view?usp=drivesdk,https://drive.google.com/file/d/113IonS25m3dKqNr-6eqOxXgB20FaAuzZ/view?usp=drivesdk,,wzmobileindo@gmail.com,,,,,,,,"10",Ruko,"243","405","324","4242","2343","342","997700","997700","1098900",,,,,,,,
1480,732,Disetujui,,https://drive.google.com/file/d/1b5f8zno8IjwTz4DO9ETS85MNM3M8Sr7o/view?usp=drivesdk,https://drive.google.com/file/d/1pHmXV42mqjG-KZfPDp-0NEOhLhiPKeqZ/view?usp=drivesdk,https://drive.google.com/file/d/1cPzzTkFQNIdUsIyERatIczWy7JuYaAPh/view?usp=drivesdk,,m.tondang39@gmail.com,,,panji.j.seta@sat.co.id,2026-03-09 13:48:44.533,eko.aprianto@sat.co.id,2026-03-10 08:17:13.439,,,,"184.24","230.56","92.65","76.26","130.29","130.29","15504000","15504000","17205000",,,,,,,,
1481,733,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/14SsIAD-zAlUDeiyG59Ympq_RXFsINuJt/view?usp=drivesdk,https://drive.google.com/file/d/1XqeSWz_2GtiSZwZYT_AVDfGbKjbH4gSh/view?usp=drivesdk,,wzmobileindo@gmail.com,,,,,,,,,,"243","405","324","4242","2343","342","253000","253000","277500",,,,,,,,
1482,734,Disetujui,,,https://drive.google.com/file/d/14SCk3sE1nibtGPDW1-7X100wOMYyoH-x/view?usp=drivesdk,https://drive.google.com/file/d/1ybnXBubXO7nmTm6cxZdY1QgJr22IRuNa/view?usp=drivesdk,,obakontraktor@gmail.com,,,puput.t.setiawan@sat.co.id,2025-12-03 09:06:31.241,firman.soleh@sat.co.id,2025-12-03 09:07:08.439,,,,"252.1","331.36","158.52","158.52","203.92","12.23","95906905","95906905","106449000",,,,,,,,
1483,735,Disetujui,,,https://drive.google.com/file/d/17d8A5D02Lh8HZmLRVNH4A8E51G9yHDh5/view?usp=drivesdk,https://drive.google.com/file/d/15Tvz1dD5vmf0eOh6wXyEWwK5tGrh7bFf/view?usp=drivesdk,,wzmobileindo@gmail.com,,,dimasfadly01@gmail.com,2026-01-08 16:38:41.098,charderrasanjaya@gmail.com,2026-01-08 16:39:27.501,,,,"100","150","100","100","200","100","1270600","1270600","1409700",,,,,,,,
1484,736,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1HLANmVXTYPW619VVh-EC_T1fBesjw8O3/view?usp=drivesdk,https://drive.google.com/file/d/1IDSEf0tBSAPNMQ_NKOrZQaCr8FdlJI8Y/view?usp=drivesdk,,banglapis00@gmail.com,,,,,,,,,,"100","150","100","100","200","100","3067000","3067000","3396600",,,,,,,,
1485,737,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1bPSKB3y6XaqFG_63yHaQ_XuSJ4D9Wt3V/view?usp=drivesdk,https://drive.google.com/file/d/1R2gKwkcsWSNEUnKcMVe1i36gceTbfPcr/view?usp=drivesdk,,banglapis00@gmail.com,,,,,,,,,,"400","450","100","100","100","300","1265000","1265000","1398600",,,,,,,,
1486,738,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1Vl0Qy9miA8E1Ffu47qEt05yi9uS-62xy/view?usp=drivesdk,https://drive.google.com/file/d/1-PiTyoaD_DUggmXwHkt4_kCQBIM3TfJI/view?usp=drivesdk,,khodayis_murni99@yahoo.co.id,,,,,,,,,,"339.65","383.63","87.95","87.95","151.66","115.22","338061745","338061745","375246600",,,,,,,,
1487,739,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1x7t39vQonUH7CGm9Cqb3Cv2Q_xSLPXRy/view?usp=drivesdk,https://drive.google.com/file/d/1wDWg3_pYKKSeqn0_AI1fW_Dd4mthndfV/view?usp=drivesdk,,cv.tritunggalsubang@gmail.com,,,,,,,,,,"233.7","297.35","127.3","106.4","112.5","37","24950365","24950365","27694500",,,,,,,,
1488,740,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1_KH0aUoMwBV5r49Y4E8GTdbwv33kAbQZ/view?usp=drivesdk,https://drive.google.com/file/d/1clork2gjOHfyqGarYmqRQx8ZSBd3QK3o/view?usp=drivesdk,,banglapis00@gmail.com,,,,,,,,,,"400","450","100","100","200","300","3067000","3067000","3396600",,,,,,,,
1489,741,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1GbrtcszlMgJvmHUcA6qTBR6YQEfkTZqe/view?usp=drivesdk,https://drive.google.com/file/d/13M802XXyW89HU0rQCKgADpsvjAt8I0fJ/view?usp=drivesdk,,cv.tritunggalsubang@gmail.com,,,,,,,,,,"233.7","297.35","127.3","106.4","112.5","37","578897230","578897230","642567900",,,,,,,,
1490,742,Disetujui,,,https://drive.google.com/file/d/1l7IDABxMyuc-m9THtGFoLtfHWfseFxqx/view?usp=drivesdk,https://drive.google.com/file/d/12c6xPJfF1JSWFVVOSrn6aN3fO4vIIJvT/view?usp=drivesdk,,cv.tritunggalsubang@gmail.com,,,siti.rohayani@sat.co.id,2025-12-04 09:51:37.603,dian.b.sukmansyah@sat.co.id,2025-12-04 09:53:53.506,,,,"233.7","297.35","127.3","106.4","112.5","37","578897230","578897230","642567900",,,,,,,,
852,1552,Disetujui,PT HANIF TUNGGAL MANDIRI,https://drive.google.com/file/d/1ySkFiss6y8dGrkgKhsO6_i_H3MJ2rU1F/view?usp=drivesdk,https://drive.google.com/file/d/1UTBLXHWRqUbAFT-FPxlkWDQYp1yGWzmU/view?usp=drivesdk,https://drive.google.com/file/d/1NA3-FEElR_1jTNTCTuAmC-N2cL4eu6r-/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Ahiip_HABJMBiNlaTO0RsBk5ZLx1JVTl,pthaniftmbdg@gmail.com,pthaniftmbdg@gmail.com,2026-05-08 08:25:55.312,erman.wahyudi@sat.co.id,2026-05-08 08:39:25.875,farkhan.mubarok@sat.co.id,2026-05-08 09:28:30.562,,"30",RUKO,"142.6","142.60","0","73","91.98","92.93","30868600","30868600","34254600",2026-05-07 17:55:17.283,https://drive.google.com/file/d/1X1-8CDw5OfYV1WKYfaMFcPsv5oqZbzqO/view?usp=drivesdk,,"7290","10.03.04.25.11.00.00066","2026-11-04",https://drive.google.com/uc?export=download&id=1WMOwohCuWUTyajgIcMkwgpWCmzVGZ1bv,
1492,744,Disetujui,,,https://drive.google.com/file/d/15aW9X5qwQEAGG-ybNu2iHaoyOIvbPn32/view?usp=drivesdk,https://drive.google.com/file/d/1L-7d7jAORr6pZbHEQlcTB_bWeOkuMOS9/view?usp=drivesdk,,banglapis00@gmail.com,,,charderrabagas@gmail.com,2025-12-04 14:23:16.353,dhutapea00@gmail.com,2025-12-04 14:23:55.756,,,,"100","150","100","100","100","100","3067000","3067000","3396600",,,,,,,,
1493,745,Disetujui,,,https://drive.google.com/file/d/1kUfjk7mR15dviOGaAvdA1xo7AEUPhpkL/view?usp=drivesdk,https://drive.google.com/file/d/1yLi8k1cl2P-lSbK4FqB6T__OIOJG08q4/view?usp=drivesdk,,banglapis00@gmail.com,,,charderrabagas@gmail.com,2025-12-04 14:23:40.946,dhutapea00@gmail.com,2025-12-04 14:24:25.254,,,,"100","150","100","100","100","100","525400","525400","577200",,,,,,,,
1494,746,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1NFCijlj0nDIB690SwY3RDK3JmvII4mgl/view?usp=drivesdk,https://drive.google.com/file/d/1svU7qcQU3BfxEHQXvpdsGZu5jHXylrof/view?usp=drivesdk,,kpm.an@yahoo.co.id,,,cecep.supriyadi@sat.co.id,2025-12-05 13:38:38.779,,,Coba di cek kembali perhitungan rumusnya,,,"217.1","270.43","106.66","95.87","110.97","31.39","487834773","487834773","541491300",,,,,,,,
1495,747,Disetujui,,,https://drive.google.com/file/d/1faPJojMYtGcF04dGltwDNVqcqBKTRxyh/view?usp=drivesdk,https://drive.google.com/file/d/1cJM4BDUJ_vhFbnGCHP6_Wsw_rfp2GBsq/view?usp=drivesdk,,banglapis00@gmail.com,,,charderrabagas@gmail.com,2025-12-04 15:15:42.266,dhutapea00@gmail.com,2025-12-04 15:16:55.970,,,,"100","150","100","100","100","100","253000","253000","277500",,,,,,,,
1496,748,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1Ed9EEAB0khbyMbgtgIuRoXJqg92l03lH/view?usp=drivesdk,https://drive.google.com/file/d/1AKhqmBXU2LVE67teURmv65uH2pQx9IDt/view?usp=drivesdk,,banglapis00@gmail.com,,,,,,,,,,"200","300","200","200","200","200","914600","914600","1010100",,,,,,,,
1497,749,Disetujui,,,https://drive.google.com/file/d/1eDuDxbNEb-8gRko50L9wqUfnVHDKGFLd/view?usp=drivesdk,https://drive.google.com/file/d/1m6xKYZuSFRR1jUhykirX27slYb82Hqd0/view?usp=drivesdk,,banglapis00@gmail.com,,,charderrabagas@gmail.com,2025-12-05 14:08:06.675,dhutapea00@gmail.com,2025-12-05 14:09:50.978,,,,"100","150","100","100","100","100","1000000","1000000","1110000",,,,,,,,
1498,750,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1CKx1_eqZsya9MayTVjqAgqfxqqX45WJk/view?usp=drivesdk,https://drive.google.com/file/d/1h_U14JergTtyZ4RrI5Gi86AzAtFbuGi-/view?usp=drivesdk,,pt_piora_sintata@yahoo.com,,,irvan.a.piansyah@sat.co.id,2025-12-08 10:06:36.704,,,Item pekerjaan yang di masukkan belum sesuai dengan harga tender deal terakhir,,,"312.7","382.61","139.82","139.82","142.57","56.56","177342950","177342950","196847400",,,,,,,,
1499,751,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1rNRZVEUe_8Kkk9PMIY4-_f2G2c1Vii3O/view?usp=drivesdk,https://drive.google.com/file/d/1btHibBUgPCEX7FBVsj-LcQ6UGp_1B6W7/view?usp=drivesdk,,pt_piora_sintata@yahoo.com,,,irvan.a.piansyah@sat.co.id,2025-12-08 10:13:19.602,,,Penginputan Volume salah harap di sesuaikan dengan volume harga tender,,,"312.7","382.61","139.82","139.82","142.57","56.56","313293500","313293500","347751900",,,,,,,,
1500,752,Disetujui,,,https://drive.google.com/file/d/15nhX0AXUfbzzeF5J5BwvkADum043oCPp/view?usp=drivesdk,https://drive.google.com/file/d/1vMVKVcjWDeDnX3-AWENf0-Sa-rZOfIFy/view?usp=drivesdk,,pt_piora_sintata@yahoo.com,,,panji.j.seta@sat.co.id,2025-12-10 14:36:47.305,eko.aprianto@sat.co.id,2025-12-10 14:42:16.011,,,,"239.46","292.04","105.15","26.1","62.47","33.75","36741400","36741400","40781400",,,,,,,,
1501,753,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1TogXuzx4PIkb-sfAfbJTlcR1qoG_MPQ8/view?usp=drivesdk,https://drive.google.com/file/d/178_8qAv3dw4uSSL0hHy-1v8PHtqgUmpG/view?usp=drivesdk,,pthaniftmbdg@gmail.com,,,alvi.r.ghifari@sat.co.id,2025-12-12 08:06:25.327,,,BELUM TERISI SEMUA,,,"369.34","453.76","168.85","138.3","282.23","83.61","9500000","9500000","10545000",,,,,,,,
1502,754,Disetujui,,,https://drive.google.com/file/d/1EpZQSbMxGCLJbV0abvjLR0NLy9YW1FaZ/view?usp=drivesdk,https://drive.google.com/file/d/1rbmk0dDM9GqYrbFJgy65HOETtcCo42-8/view?usp=drivesdk,,imaesaroh08@gmail.com,,,panji.j.seta@sat.co.id,2026-01-09 10:02:37.297,eko.aprianto@sat.co.id,2026-01-12 09:04:37.869,,,,"195.73","220.69","49.93","57.35","103.04","32.73","362279400","362279400","402119700",,,,,,,,
1503,755,Disetujui,,,https://drive.google.com/file/d/136zzqt4LcuOkjgssyaIaYZYi1a6j46vd/view?usp=drivesdk,https://drive.google.com/file/d/1snuwiA5V-eynYOkxytNxMiEjhC9fXaCI/view?usp=drivesdk,,imaesaroh08@gmail.com,,,panji.j.seta@sat.co.id,2025-12-08 15:26:23.303,yudi.p.nugraha@sat.co.id,2025-12-08 16:11:02.901,,,,"195.73","220.69","49.93","57.35","103.04","32.73","23186500","23186500","25729800",,,,,,,,
1504,756,Disetujui,,,https://drive.google.com/file/d/1T7wYc-Gf8XORGaJClJY66gEzYxjZ3yqh/view?usp=drivesdk,https://drive.google.com/file/d/1YoxMV0tnBtdawhtmN2z15EBKfyG_GGyU/view?usp=drivesdk,,pt_piora_sintata@yahoo.com,,,irvan.a.piansyah@sat.co.id,2025-12-09 23:26:14.109,joko.sutrisno@sat.co.id,2025-12-10 07:59:24.700,,,,"312.7","382.61","139.82","139.82","142.57","56.56","29043500","29043500","32234400",,,,,,,,
1505,757,Disetujui,,,https://drive.google.com/file/d/1lGPGVFA7EVQRtZK18HVzyEx58zXCzpdw/view?usp=drivesdk,https://drive.google.com/file/d/1-_7IDUnVqfvX8FPHY-_vZAWFMbpDNhcs/view?usp=drivesdk,,pt_piora_sintata@yahoo.com,,,irvan.a.piansyah@sat.co.id,2025-12-09 23:25:26.703,joko.sutrisno@sat.co.id,2025-12-10 07:57:51.003,,,,"312.7","382.61","139.82","139.82","142.57","56.56","340121220","340121220","377533200",,,,,,,,
1506,758,Disetujui,,,https://drive.google.com/file/d/1aSvwCCPuTcKz4DkxjMqDiBl5X6bbF9r5/view?usp=drivesdk,https://drive.google.com/file/d/14eSIAgelCIg_SlRqrCg-u5Xc4lGwLWMV/view?usp=drivesdk,,kpm.an@yahoo.co.id,,,lukman.suprayitno@sat.co.id,2025-12-19 10:43:01.901,bambang.sugianto@sat.co.id,2025-12-19 11:47:17.672,,,,"485.44","546.53","122.18","94.18","136.24","40","40438430","40438430","44877300",,,,,,,,
1507,759,Disetujui,,,https://drive.google.com/file/d/1_cEuwaG-l3FUc4EGk0LKt4e0G_SmbQ57/view?usp=drivesdk,https://drive.google.com/file/d/1lsM62J6RhPMTOvCFeM7UZs6kid32VAjg/view?usp=drivesdk,,kpm.an@yahoo.co.id,,,lukman.suprayitno@sat.co.id,2025-12-19 10:53:57.089,bambang.sugianto@sat.co.id,2025-12-19 11:50:06.751,,,,"485.44","546.53","122.18","94.18","136.24","40","25146500","25146500","27905400",,,,,,,,
1508,760,Disetujui,,,https://drive.google.com/file/d/1-KnAHrmKiupWrvrNtsjwyxa7TcOTsevS/view?usp=drivesdk,https://drive.google.com/file/d/1o4LFgj8Z0yDFPXKtJhaddWms04rRzQfH/view?usp=drivesdk,,banglapis00@gmail.com,,,charderrabagas@gmail.com,2025-12-10 12:08:13.609,nathanael1084@gmail.com,2025-12-10 12:10:09.606,,,,"50","60","20","20","30","15","126208700","126208700","140082000",,,,,,,,
1509,761,Disetujui,,,https://drive.google.com/file/d/1rcIcVfBzKN9iSIuKazTxyQsI1JGxqQGB/view?usp=drivesdk,https://drive.google.com/file/d/1ct9cOp7772ggUbV1vlL3t2SSg7JRAfb4/view?usp=drivesdk,,pt_piora_sintata@yahoo.com,,,panji.j.seta@sat.co.id,2025-12-10 14:48:17.898,eko.aprianto@sat.co.id,2025-12-10 14:49:59.700,,,,"239.46","292.04","105.16","26.1","62.47","33.75","102561290","102561290","113841600",,,,,,,,
1510,762,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1j6rLtrnmFdekOhq7AiZ4_DSRrhWidBY9/view?usp=drivesdk,https://drive.google.com/file/d/1bb05Z2haGl1EC8p547Fx3cFZB1-vo3WS/view?usp=drivesdk,,banglapis00@gmail.com,,,,,,,,,,"100","150","100","100","100","100","40500","40500","44400",,,,,,,,
1511,763,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/15X8U0iYhOeYxrt7gJWzxUpt5LeW1a3s2/view?usp=drivesdk,https://drive.google.com/file/d/1yR2PPxe8XBdnuG1ywTfRAI2OCPBCts6y/view?usp=drivesdk,,banglapis00@gmail.com,,,,,,,,,,"100","150","100","100","100","100","1000000","1000000","1110000",,,,,,,,
1515,767,Disetujui,,,https://drive.google.com/file/d/18mmmRPa5mBkpJ7o4AuleF4n39ZUFukyw/view?usp=drivesdk,https://drive.google.com/file/d/1z7sFEU8PuWTaV_akssUygyr9Ouk1hiNB/view?usp=drivesdk,,obakontraktor@gmail.com,,,christina.a.saputra@sat.co.id,2025-12-11 17:25:11.825,firman.soleh@sat.co.id,2025-12-11 17:38:20.223,,,,"191.04","239.04","96.01","255","111.61","24.2","54000","54000","55500",,,,,,,,
1516,768,Disetujui,,,https://drive.google.com/file/d/1AlAT9JnMxCDgT0MW6Y4vXhNivl7PSi82/view?usp=drivesdk,https://drive.google.com/file/d/1Zw33KxELlJQdlkC_Mhlvul5FJGXAVqrs/view?usp=drivesdk,,obakontraktor@gmail.com,,,christina.a.saputra@sat.co.id,2025-12-12 08:54:45.929,firman.soleh@sat.co.id,2025-12-12 09:37:22.233,,,,"191.04","239.04","96.01","255","111.61","24.2","472342275","472342275","524297400",,,,,,,,
1517,769,Disetujui,,,https://drive.google.com/file/d/1lBXrbj-JUD3cRW8FzSemGr0OvcDz77tZ/view?usp=drivesdk,https://drive.google.com/file/d/10voh2JLiqpS7MYF7blm29qIeuVN58TBR/view?usp=drivesdk,,wzmobileindo@gmail.com,,,charderrabagas@gmail.com,2025-12-12 16:39:17.624,nathanael1084@gmail.com,2025-12-12 16:40:05.026,,,,"50","60","20","20","30","15","25824500","25824500","28660200",,,,,,,,
1518,770,Disetujui,,,https://drive.google.com/file/d/10i_95XfoGZnLEkfIXKzvyrn8G9AjnI6j/view?usp=drivesdk,https://drive.google.com/file/d/1kQNCLBCg82pUBdKxAxBGWtVsk-MJRMBv/view?usp=drivesdk,,wzmobileindo@gmail.com,,,charderrabagas@gmail.com,2025-12-12 16:43:33.127,nathanael1084@gmail.com,2025-12-12 16:44:53.821,,,,"50","60","20","20","30","15","4271000","4271000","4739700",,,,,,,,
1519,771,Disetujui,,,https://drive.google.com/file/d/1lZ2A7SmOvlHmfq5YPS3FYiaUmqHZhYWr/view?usp=drivesdk,https://drive.google.com/file/d/1nWIEMWBbgi8J9PK-tHOwl6uORuWH6fRa/view?usp=drivesdk,,pthaniftmbdg@gmail.com,,,alvi.r.ghifari@sat.co.id,2025-12-22 12:41:36.511,loeliek.k.januarsyah@sat.co.id,2025-12-22 14:18:38.784,,,,"203.15","231.53","56.77","50.67","107.73","35.9","4271000","4271000","4739700",,,,,,,,
1521,773,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/19kip2yw7vKfkJloPg31LYyt18ohMF5JJ/view?usp=drivesdk,https://drive.google.com/file/d/1ZP8Ezsx5nmCJ7FjDwdDThry2SAOIBsxU/view?usp=drivesdk,,wzmobileindo@gmail.com,,,,,,,,,,"50","60","20","0","30","15","15000000","15000000","16650000",,,,,,,,
1522,774,Disetujui,,,https://drive.google.com/file/d/1AzHdy2eWu6-Himvp0Dq4oazLmDMMpI8Z/view?usp=drivesdk,https://drive.google.com/file/d/1HtokLAlzGWFrUCXWQBe9NcqoruxYOZGY/view?usp=drivesdk,,wzmobileindo@gmail.com,,,charderrabagas@gmail.com,2025-12-22 14:39:22.374,charderrabagas@gmail.com,2025-12-22 14:39:54.173,,,,"50","60","20","0","30","15","2000000","2000000","2220000",,,,,,,,
